NDVI,EVI,SAVI,MSAVI,GNDVI,NDMI,NDWI,BSI,NDRE,CIre,Brightness,ClayIndex
0.15231701731681824,0.1553673893213272,0.11887400597333908,0.10954023897647858,0.20178718864917755,0.006027718540281057,-0.20178718864917755,0.0428737998008728,0.09507985413074493,0.21749377250671387,0.27277255058288574,1.1064707040786743
